                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 2.5447,                 3.2727,                 1.0422,                      0,                      0,                      0,                      0,                 4.7143,                 5.4839,                 1.8211,               0.086055,              0.0010545,              0.0010545
                     17,                 4.1197,                 3.3756,                 1.2435,                      0,                      0,                      0,                      0,                  2.113,                 3.0084,                0.93586,               0.085093,              0.0010931,              0.0010931
                     18,                  5.018,                 4.4664,                  1.443,                      0,                      0,                      0,                      0,                  2.113,                 3.0084,                0.93586,               0.084128,              0.0011278,              0.0011278
                     19,                 3.4379,                 2.9227,                 1.2664,                      0,                      0,                      0,                      0,                 1.8421,                 3.0155,                0.92306,               0.083158,              0.0011585,              0.0011585
                     20,                 3.5343,                 4.0006,                 1.1802,                      0,                      0,                      0,                      0,                 1.8421,                 3.0155,                0.92306,               0.082185,              0.0011852,              0.0011852
                     21,                 4.4482,                 4.1744,                 1.2777,                      0,                      0,                      0,                      0,                0.13613,                 1.2226,                0.19114,               0.081208,               0.001208,               0.001208
                     22,                 3.7176,                 3.6507,                 1.1674,                      0,                      0,                      0,                      0,                0.13613,                 1.2226,                0.19114,               0.080227,              0.0012268,              0.0012268
                     23,                 4.5843,                 3.6593,                 1.3067,                      0,                      0,                      0,                      0,                0.02257,                0.96002,                0.11918,               0.079242,              0.0012417,              0.0012417
                     24,                 4.0546,                 3.6285,                 1.0452,                      0,                      0,                      0,                      0,                0.02257,                0.96002,                0.11918,               0.078253,              0.0012526,              0.0012526
                     25,                 4.6984,                 3.8123,                 1.2549,                      0,                      0,                      0,                      0,                0.00545,                0.91139,                0.03666,                0.07726,              0.0012595,              0.0012595
                     26,                 4.3413,                 4.0159,                 1.3098,                      0,                      0,                      0,                      0,                0.00545,                0.91139,                0.03666,               0.076263,              0.0012625,              0.0012625
                     27,                 3.3513,                 4.5683,                 1.0493,                      0,                      0,                      0,                      0,                  4e-05,                0.75396,                 0.0001,               0.075262,              0.0012615,              0.0012615
                     28,                 4.6465,                 4.2574,                 1.3307,                      0,                      0,                      0,                      0,                  4e-05,                0.75396,                 0.0001,               0.074257,              0.0012566,              0.0012566
                     29,                  5.954,                 4.3864,                 1.5032,                      0,                      0,                      0,                      0,                 1.9967,                 2.9215,                0.59224,               0.073248,              0.0012477,              0.0012477
                     30,                 5.1122,                 3.9718,                  1.342,                      0,                      0,                      0,                      0,                 1.9967,                 2.9215,                0.59224,               0.072235,              0.0012348,              0.0012348
                     31,                 5.1203,                 3.8869,                 1.2671,                      0,                      0,                      0,                      0,                 4.4926,                 5.1339,                 1.4632,               0.071218,               0.001218,               0.001218
                     32,                  4.219,                 4.0417,                  1.468,                      0,                      0,                      0,                      0,                 4.4926,                 5.1339,                 1.4632,               0.070197,              0.0011972,              0.0011972
                     33,                 5.0246,                 4.1388,                 1.1475,                      0,                      0,                      0,                      0,                 4.4846,                 4.9202,                 1.3374,               0.069172,              0.0011725,              0.0011725
                     34,                 4.0321,                 3.5264,                 1.1392,                      0,                      0,                      0,                      0,                 4.4846,                 4.9202,                 1.3374,               0.068144,              0.0011438,              0.0011438
                     35,                 5.0175,                 3.7395,                 1.2614,                      0,                      0,                      0,                      0,                 4.6681,                 4.8737,                 1.3533,               0.067111,              0.0011111,              0.0011111
                     36,                 3.4756,                 2.8745,                 1.0875,                      0,                      0,                      0,                      0,                 4.6681,                 4.8737,                 1.3533,               0.066075,              0.0010745,              0.0010745
                     37,                 4.9967,                 3.3792,                 1.3162,                      0,                      0,                      0,                      0,                 4.6646,                 4.9276,                 1.3498,               0.065034,              0.0010339,              0.0010339
                     38,                 4.3944,                 2.5732,                 1.1195,                      0,                      0,                      0,                      0,                 4.6646,                 4.9276,                 1.3498,               0.063989,             0.00098938,             0.00098938
                     39,                 4.1825,                 3.5773,                 1.2812,                      0,                      0,                      0,                      0,                 4.6502,                 4.9564,                 1.3451,               0.062941,             0.00094088,             0.00094088
                     40,                 4.9325,                  3.605,                  1.157,                      0,                      0,                      0,                      0,                 4.6502,                 4.9564,                 1.3451,               0.061888,             0.00088842,             0.00088842
                     41,                 3.6299,                  2.836,                 1.1191,                      0,                      0,                      0,                      0,                 4.6013,                 5.0175,                 1.3927,               0.060832,               0.000832,               0.000832
                     42,                 5.0344,                 4.6146,                 1.4462,                      0,                      0,                      0,                      0,                 4.6013,                 5.0175,                 1.3927,               0.059772,             0.00077162,             0.00077162
                     43,                 3.7555,                 3.7084,                 1.0711,                      0,                      0,                      0,                      0,                 4.4469,                 5.1223,                 1.3719,               0.058707,             0.00070728,             0.00070728
                     44,                 4.3235,                 3.6811,                  1.133,                      0,                      0,                      0,                      0,                 4.4469,                 5.1223,                 1.3719,               0.057639,             0.00063898,             0.00063898
                     45,                  4.376,                 3.3885,                 1.2041,                      0,                      0,                      0,                      0,                 4.4356,                 5.2241,                 1.3805,               0.056567,             0.00056672,             0.00056672
                     46,                 4.0651,                 3.4879,                 1.1204,                      0,                      0,                      0,                      0,                 4.4356,                 5.2241,                 1.3805,                0.05549,              0.0004905,              0.0004905
                     47,                  4.203,                 3.3637,                 1.1657,                      0,                      0,                      0,                      0,                 4.8767,                 5.2253,                 1.3545,                0.05441,             0.00041032,             0.00041032
                     48,                 3.9112,                 2.9095,                 1.1991,                      0,                      0,                      0,                      0,                 4.8767,                 5.2253,                 1.3545,               0.053326,             0.00032618,             0.00032618
                     49,                 4.0919,                 2.8161,                 1.0947,                      0,                      0,                      0,                      0,                 4.8029,                 5.2566,                 1.3753,               0.052238,             0.00023808,             0.00023808
                     50,                 4.1178,                 3.3588,                 1.1133,                      0,                      0,                      0,                      0,                 4.8029,                 5.2566,                 1.3753,               0.051146,             0.00014602,             0.00014602
