                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    176,                 2.9242,                 4.5802,                 1.3677,                      0,                      0,                      0,                      0,                 3.0812,                 4.4383,                 2.1339,             1.3375e-05,             1.3375e-05,             1.3375e-05
                    177,                 3.4004,                 4.2596,                 2.7232,                      0,                      0,                      0,                      0,                 3.0812,                 4.4383,                 2.1339,              1.288e-05,              1.288e-05,              1.288e-05
                    178,                 3.2011,                  4.342,                 2.2206,                      0,                      0,                      0,                      0,                 3.0812,                 4.4383,                 2.1339,             1.2385e-05,             1.2385e-05,             1.2385e-05
                    179,                 3.7468,                 4.3451,                 2.5252,                      0,                      0,                      0,                      0,                 3.1562,                 4.4053,                   2.13,              1.189e-05,              1.189e-05,              1.189e-05
                    180,                 2.9275,                 4.1669,                  1.849,                      0,                      0,                      0,                      0,                 3.1562,                 4.4053,                   2.13,             1.1395e-05,             1.1395e-05,             1.1395e-05
                    181,                  3.025,                 4.3927,                 1.8759,                      0,                      0,                      0,                      0,                 3.1562,                 4.4053,                   2.13,               1.09e-05,               1.09e-05,               1.09e-05
                    182,                 4.9811,                 5.0847,                 3.0708,                      0,                      0,                      0,                      0,                 3.1562,                 4.4053,                   2.13,             1.0405e-05,             1.0405e-05,             1.0405e-05
                    183,                 2.8535,                 4.4192,                 1.7844,                      0,                      0,                      0,                      0,                 3.1562,                 4.4053,                   2.13,               9.91e-06,               9.91e-06,               9.91e-06
                    184,                 2.7211,                 4.2334,                 1.6422,                      0,                      0,                      0,                      0,                 3.1562,                 4.4053,                   2.13,              9.415e-06,              9.415e-06,              9.415e-06
                    185,                 2.8748,                 4.5044,                 1.8998,                      0,                      0,                      0,                      0,                 3.1562,                 4.4053,                   2.13,               8.92e-06,               8.92e-06,               8.92e-06
                    186,                 3.1982,                 4.5785,                 1.9669,                      0,                      0,                      0,                      0,                 3.1562,                 4.4053,                   2.13,              8.425e-06,              8.425e-06,              8.425e-06
                    187,                  3.237,                 4.2442,                 1.9937,                      0,                      0,                      0,                      0,                 3.0991,                 4.3889,                 2.1062,               7.93e-06,               7.93e-06,               7.93e-06
                    188,                 3.1693,                 4.4472,                 2.0393,                      0,                      0,                      0,                      0,                 3.0991,                 4.3889,                 2.1062,              7.435e-06,              7.435e-06,              7.435e-06
                    189,                 3.0189,                 4.3107,                 1.7875,                      0,                      0,                      0,                      0,                 3.0991,                 4.3889,                 2.1062,               6.94e-06,               6.94e-06,               6.94e-06
                    190,                 2.4886,                 4.5327,                  1.924,                      0,                      0,                      0,                      0,                 3.0991,                 4.3889,                 2.1062,              6.445e-06,              6.445e-06,              6.445e-06
                    191,                 3.2644,                 5.3398,                 2.4705,                      0,                      0,                      0,                      0,                 3.0991,                 4.3889,                 2.1062,               5.95e-06,               5.95e-06,               5.95e-06
                    192,                 3.3447,                 4.8687,                 1.8227,                      0,                      0,                      0,                      0,                 3.0991,                 4.3889,                 2.1062,              5.455e-06,              5.455e-06,              5.455e-06
                    193,                 3.0377,                 4.1866,                 1.9285,                      0,                      0,                      0,                      0,                 3.0991,                 4.3889,                 2.1062,               4.96e-06,               4.96e-06,               4.96e-06
                    194,                 2.5891,                  5.224,                 1.7899,                      0,                      0,                      0,                      0,                 3.0991,                 4.3889,                 2.1062,              4.465e-06,              4.465e-06,              4.465e-06
                    195,                 2.1857,                 4.5383,                 2.1199,                      0,                      0,                      0,                      0,                 3.2445,                 4.3661,                 2.1549,               3.97e-06,               3.97e-06,               3.97e-06
                    196,                  3.081,                 4.6105,                 2.0699,                      0,                      0,                      0,                      0,                 3.2445,                 4.3661,                 2.1549,              3.475e-06,              3.475e-06,              3.475e-06
                    197,                 4.5282,                  5.302,                 2.1594,                      0,                      0,                      0,                      0,                 3.2445,                 4.3661,                 2.1549,               2.98e-06,               2.98e-06,               2.98e-06
                    198,                 4.3772,                 6.4295,                 2.1565,                      0,                      0,                      0,                      0,                 3.2445,                 4.3661,                 2.1549,              2.485e-06,              2.485e-06,              2.485e-06
                    199,                 2.3673,                 4.7305,                 1.7978,                      0,                      0,                      0,                      0,                 3.2445,                 4.3661,                 2.1549,               1.99e-06,               1.99e-06,               1.99e-06
                    200,                 3.3282,                 4.4072,                 1.9053,                      0,                      0,                      0,                      0,                 3.2445,                 4.3661,                 2.1549,              1.495e-06,              1.495e-06,              1.495e-06
